EVA_NR;DS100;IFOPT;NAME;VERKEHR;LAENGE;BREITE;STATUS
8006003;TUJS;de:08416:12046;Unterjesingen Sandäcker;RV;8,98826100;48,5233060;
8006006;MUG;de:09179:6250;Germering-Unterpfaffenhofen;RV;11,3640230;48,1288700;
8006008;TURB;de:08235:9000;Unterreichenbach;RV;8,71128400;48,8268580;
8006016;NUST;de:09472:22745;Untersteinach(Bayr);nur DPN;11,6898620;49,9688840;
8006017;NUS;de:09477:18963;Untersteinach(b Stadtsteinach);RV;11,5281220;50,1298460;
8006019;SUSZ;de:07335:8025;Untersulzbach;RV;7,66365400;49,5225370;
8006026;AUP;de:01054:92761;Uphusum;RV;8,86282100;54,8385940;
8006027;TUCK;de:08415:28108;Bad Urach Ermstalklinik;RV;9,38690100;48,4941550;
8006029;TUC;de:08415:28129;Bad Urach;RV;9,39648300;48,4912440;
8006030;TUA;de:08119:5789;Urbach(b Schorndorf);RV;9,57373400;48,8049560;
8006031;FUCH;de:06438:4730;Rödermark-Urberach;RV;8,79815900;49,9751370;
8006032;KURF;de:05366:77901;Urft;RV;6,58017300;50,5123690;
8006035;KUR;de:07137:15067;Urmitz;RV;7,50907200;50,4026130;
8006036;KURR;de:07137:11450;Urmitz Rheinbrücke;RV;7,52792300;50,4183910;
8006037;MURS;de:09187:90046;Urschalling;RV;12,3386900;47,8358150;
8006039;TURS;de:08425:2540;Urspring;RV;9,89456900;48,5501440;
8006041;HUS;de:03155:92865;Uslar;RV;9,65524000;51,6544810;
8006043;FUS;de:06635:205843;Usseln;RV;8,67014000;51,2805420;
8006048;MUTG;de:09181:507;Utting;nur DPN;11,0939690;48,0227410;
8006052;NVA;de:09563:2489;Vach;RV;10,9861460;49,5175720;
8006053;TV;de:08118:5879;Vaihingen(Enz);FV;8,95763200;48,9481180;
8006054;KVA;de:07137:10109;Vallendar;RV;7,60982100;50,3996450;
8006056;HVA;de:03455:93054;Varel(Oldb);nur DPN;8,15018700;53,3990980;
8006058;AVF;de:03355:8006058;Vastorf;nur DPN;10,5555580;53,1990490;
8006059;MVS;de:09175:4000;Vaterstetten;RV;11,7643800;48,1041090;
8006060;HVEC;de:03157:431;Vechelde;nur DPN;10,3597600;52,2572120;
8006061;HVCH;de:03460:93151;Vechta;nur DPN;8,28036700;52,7289040;
8006062;AVLS;de:02000:54950;Hamburg-Veddel;RV;10,0133130;53,5217030;
8006064;EVLR;de:05158:10094;Velbert Rosenhügel;RV;7,10172500;51,3001240;
8006065;NVE;de:09679:2171;Veitshöchheim;RV;9,87619600;49,8314320;
8006067;NVN;de:09574:7940;Velden(b Hersbruck);RV;11,5183330;49,6108080;
8006068;FVOE;de:06633:209753;Vellmar-Osterberg/EKZ;RV;9,46079600;51,3542600;
8006076;HV;de:03361:93627;Verden(Aller);FV;9,23785500;52,9208180;
8006078;HVWH;de:06633:203903;Vernawahlshausen;nur DPN;9,61444200;51,6295290;
8006079;KVET;de:05358:6074;Vettweiß;nur DPN;6,60261600;50,7430720;
8006082;FVI;de:06635:209765;Frankenberg-Viermünden;RV;8,83307000;51,1009370;
8006083;FVR;de:06533:11113;Villmar;nur DPN;8,18688500;50,3956200;
8006084;MVSB;de:09274:3100;Vilsbiburg;RV;12,3475000;48,4473840;
8006085;NVK;de:09371:19300;Vilseck;RV;11,8010580;49,6156290;
8006086;NVI;de:09275:4200;Vilshofen(Niederbay);RV;13,1908670;48,6295510;
8006089;HVIN;de:03241:4121;Hannover-Vinnhorst;RV;9,70772900;52,4240430;
8006090;HVIS;de:03357:94171;Visselhövede;nur DPN;9,56664200;52,9800590;
8006091;HVLO;de:05758:4907;Vlotho;nur DPN;8,86419000;52,1718000;
8006093;FTHA;de:06635:205601;Vöhl-Thalitter;RV;8,89503300;51,2174420;
8006094;MVRN;de:09775:4202;Vöhringen;RV;10,0836280;48,2790880;
8006095;HVOE;de:03157:8146;Vöhrum;nur DPN;10,1673250;52,3357310;
8006098;EVD;de:05170:36966;Voerde(Niederrhein);RV;6,68881300;51,5975410;
8006100;SVO;de:07312:8126;Vogelweh;RV;7,70601100;49,4385350;
8006101;MVG;de:09186:9025;Vohburg;nur DPN;11,6073500;48,7391250;
8006104;HVOL;de:03252:5320;Voldagsen;nur DPN;9,58267700;52,1016810;
8006107;FVA;de:06635:205626;Volkmarsen;RV;9,11722600;51,4075670;
8006109;EVOK;de:05962:3024;Volkringhausen;RV;7,87221400;51,3598890;
8006112;HVOP;de:03155:94547;Volpriehausen;RV;9,73782200;51,6609670;
8006116;HVHP;de:03151:1022;Vorhop;nur DPN;10,6563840;52,6480400;
8006117;EVRD;de:05970:10758;Vormwald;nur DPN;8,14309400;50,9804210;
8006118;EVRO;de:05970:10759;Vormwald Dorf;nur DPN;8,12721500;50,9899290;
8006120;NV;de:09574:7950;Vorra(Pegnitz);RV;11,4945020;49,5639210;
8006125;RWCH;de:07332:3895;Wachenheim(Pfalz);RV;8,19115200;49,4393000;
8006126;FWAM;de:07331:3908;Wachenheim-Mölsheim;RV;8,16843900;49,6353620;
8006131;MWAE;de:09184:2230;Wächterhof;RV;11,7127310;48,0335670;
8006132;FWAE;de:06435:11055;Wächtersbach;RV;9,29582800;50,2539580;
8006134;NWAF;de:09372:2809;Waffenbrunn;nur DPN;12,6750320;49,2615410;
8006135;TWHF;de:08127:20732;Wackershofen;RV;9,69711500;49,1372490;
8006136;FWFK;de:07315:8012;Waggonfabrik;nur DPN;8,23510800;50,0149150;
8006137;RWG;de:08215:32509;Waghäusel;RV;8,50831300;49,2481860;
8006138;MWGN;de:09189:90039;Waging;RV;12,7270850;47,9316170;
8006139;EWAL;de:05970:10892;Wahlbach(Kr Siegen);nur DPN;8,05378300;50,7584160;
8006144;HWAZ;de:03151:1030;Wahrenholz;nur DPN;10,6069540;52,6080020;
8006145;TWAL;de:08127:27531;Wallhausen(Württ);RV;10,0631170;49,2091510;
8006147;NWA;de:09678:75006;Waigolshausen;RV;10,1160270;49,9672930;
8006148;AWK;de:01060:37977;Wakendorf;nur DPN;10,3659560;53,8662660;
8006154;TWG;de:08126:11951;Waldenburg(Württ);RV;9,65869900;49,2025370;
8006155;NWDH;de:09377:10603;Waldershof;RV;12,0572670;49,9827200;
8006156;SWAB;de:07340:8142;Waldfischbach;RV;7,65203500;49,2885550;
8006157;TWY;de:08136:7031;Waldhausen(b Schorndorf);RV;9,63792700;48,7891850;
8006159;RWA;de:08316:6530;Waldkirch;nur DPN;7,95724500;48,0956910;
8006163;NWLM;de:09372:2957;Waldmünchen;nur DPN;12,6960070;49,3778860;
8006164;MWKG;de:09183:80508;Waldkraiburg;RV;12,4080220;48,2029530;
8006167;RWU,RWU S;de:08337:6575;Waldshut;RV;8,21952600;47,6213680;
8006170;SWL;de:10046:8006170;Walhausen(Saar);RV;7,12937400;49,5588000;
8006171;TWH;de:08118:5785;Walheim(Württ);RV;9,15211800;49,0109410;
8006172;HWKD;de:03156:95568;Walkenried;RV;10,6088140;51,5848760;
8006175;FWF;de:06433:2802;Walldorf(Hess);RV;8,58081100;50,0013390;
8006176;RWDN;de:08225:6573;Walldürn;RV;9,36754200;49,5780230;
8006181;NWLD;de:09279:2696;Wallersdorf;RV;12,7434640;48,7406440;
8006183;FWAH;de:07331:8002;Wallertheim;RV;8,04945800;49,8326480;
8006184;MWHN;de:09181:508;Walleshausen;nur DPN;10,9809950;48,1502180;
8006189;MHSN;de:09174:6810;Hebertshausen;RV;11,4554870;48,2911060;
8006190;MWKN;de:09177:9950;Walpertskirchen;RV;11,9704210;48,2608720;
8006191;KWAP;de:07131:80071;Walporzheim;RV;7,07992000;50,5339240;
8006193;HWSR;de:03358:95752;Walsrode;nur DPN;9,60090600;52,8648550;
8006194;EEHT;de:05113:9703;Essen-Horst;RV;7,10274100;51,4312140;
8006197;AOW;de:02000:8006197;Hamburg-Tonndorf;RV;10,1230500;53,5863850;
8006198;AWCH;de:02000:60951;Hamburg Wandsbeker Chaussee;RV;10,0599750;53,5697340;
8006200;TWW;de:08436:9002;Wangen(Allgäu);RV;9,83057300;47,6892270;
8006203;TWAN;de:08415:22003;Wannweil;RV;9,15044900;48,5123150;
8006206;EWAF;de:05570:14534;Warendorf;nur DPN;7,98446400;51,9500910;
8006207;EWEM;de:05570:68070;Warendorf-Einen-Müssingen;nur DPN;7,89477400;51,9614000;neu
8006210;MWGU;de:09182:90187;Warngau;nur DPN;11,7094720;47,8335700;
8006212;TWV,TWVH;de:08426:6650;Warthausen;RV;9,80166100;48,1299150;
8006213;AWA;de:01058:96398;Wasbek;nur DPN;9,89801600;54,0755810;
8006215;RWR;de:08315:6534;Wasenweiler;nur DPN;7,68712600;48,0468340;
8006217;TWA;de:08136:1906;Wasseralfingen;RV;10,1036450;48,8586150;
8006218;MWBG;de:09776:1824;Wasserburg(Bodensee);RV;9,63906400;47,5719030;
8006219;MWSG;de:09774:2940;Wasserburg(Günz);RV;10,2697070;48,4383770;
8006220;MWSB;de:09187:90025;Wasserburg(Inn)Bf;RV;12,1852300;48,0615630;
8006222;SWAS;de:07235:10979;Wasserliesch;RV;6,53721600;49,7084670;
8006224;MWAS;de:09176:9026;Wasserzell(b Eichstätt);nur DPN;11,1679700;48,8753470;
8006226;EWAT;de:05911:5503;Wattenscheid;RV;7,13952100;51,4732140;
8006227;EWHP;de:05911:5504;Wattenscheid-Höntrop;RV;7,15353500;51,4598940;
8006229;FWST;de:06531:11137;Watzenborn-Steinberg;nur DPN;8,72343500;50,5455000;
8006232;FWCK;de:06440:11156;Weckesheim;RV;8,84367300;50,3595590;
8006233;HWED;de:03158:444;Weddel(Braunschw);RV;10,6234940;52,2691180;
8006236;AWL;de:01056:85950;Wedel(Holst);RV;9,70516100;53,5819950;
8006240;KWEE;de:05154:35896;Weeze;nur DPN;6,19797600;51,6242940;
8006241;FWGA;de:06635:205089;Wega;RV;9,17555100;51,1281920;
8006243;KWEG;de:05370:6340;Wegberg;RV;6,28128900;51,1451790;
8006252;SWE;de:07235:7479;Wehr(Mosel);RV;6,37682200;49,5864640;
8006255;MWBH;de:09189:90202;Weibhausen;RV;12,6924760;47,8985730;
8006256;MWEI;de:09185:8708;Weichering;nur DPN;11,3304090;48,7206450;
8006257;NWGR;de:09677:75207;Weickersgrüben;nur DPN;9,78254600;50,1070670;
8006258;MWDB;de:09183:5341;Weidenbach;RV;12,3472860;48,2542150;
8006259;NWBE;de:09472:22750;Weidenberg;nur DPN;11,7232670;49,9436120;
8006261;RWD;de:07332:4065;Weidenthal;RV;7,99491200;49,4174940;
8006264;NWDG;de:09372:3152;Weiding;RV;12,7769950;49,2557220;
8006266;NWHR;de:09374:10555;Weiherhammer;RV;12,0618290;49,6312530;
8006267;NWHF;de:09573:5580;Weiherhof;RV;10,9284880;49,4599260;
8006268;TSWF;de:08111:2270;Weilimdorf;RV;9,09432800;48,8220800;
8006269;TWM;de:08128:13209;Weikersheim;RV;9,90571800;49,4784630;
8006270;HWUE;de:03458:102465;Wüsting;nur DPN;8,33724800;53,1181230;
8006271;TW;de:08115:1303;Weil der Stadt;RV;8,87280600;48,7554830;
8006272;RW;de:08336:6639;Weil am Rhein;FV;7,60841900;47,5939730;
8006273;RWEI;de:08336:6684;Weil am Rhein Ost;RV;7,63478000;47,5906290;
8006274;NWE;de:09676:1806;Weilbach(Unterfr);RV;9,21316500;49,6686830;
8006277;TWEL;de:08119:1704;Weiler(Rems);RV;9,50199100;48,8003010;
8006279;MWLB;de:09778:2928;Weilbach(Unterallg);RV;10,4296230;48,1259960;
8006280;KWES;de:05366:71101;Weilerswist;RV;6,84507800;50,7502930;
8006281;TWLH;de:08327:1869;Weilheim(Württ);nur DPN;8,77595600;48,0251060;
8006286;FWEI;de:06633:203002;Ahnatal-Weimar;RV;9,39158800;51,3636290;
8006287;RWGT;de:08215:1853;Weingarten(Baden);RV;8,52122400;49,0591010;
8006289;TWR;de:08125:4344;Weinsberg;RV;9,28702400;49,1479970;
8006290;TWRW;de:08125:1939;Weinsberg West;RV;9,27313900;49,1511620;
8006291;RWSB;de:08216:34768;Weisenbach;RV;8,35526300;48,7275320;
8006292;RWSS;de:07332:4205;Weisenheim(Sand);RV;8,24987400;49,5139310;
8006293;FWEK;de:06438:4640;Rodgau-Weiskirchen;RV;8,87782800;50,0525730;
8006294;TELI;de:08125:1598;Weinsberg/Ellhofen Gewerbegebiet;RV;9,30555200;49,1487580;
8006296;TWSN;de:08436:8121;Weißenau;RV;9,59438300;47,7659750;
8006298;NWG;de:09577:16000;Weißenburg(Bay);RV;10,9653900;49,0296730;
8006299;MWSH;de:09775:4642;Weißenhorn;RV;10,1531570;48,3057950;
8006300;NWEO;de:09474:9870;Weißenohe;RV;11,2496410;49,6292830;
8006303;KWEH;de:07137:10116;Weißenthurm;RV;7,45098800;50,4211770;
8006304;FWN;de:06434:2330;OberurselWeißkirchen/Steinbach;RV;8,58691800;50,1732460;
8006305;MAES;de:09775:4639;Weißenhorn-Eschach;RV;10,1350930;48,3009990;
8006306;FWI;de:06432:11327;Weiterstadt;RV;8,57938500;49,9097060;
8006309;MWZH;de:09777:1343;Weizern-Hopferau;RV;10,6204600;47,6145930;
8006312;FWZ;de:07339:8005;Welgesheim-Zotzenheim;RV;7,95665300;49,8785750;
8006313;FWES;de:06631:11065;Welkers;nur DPN;9,72253800;50,4809960;
8006315;SWN;de:07235:7518;Wellen(Mosel);RV;6,44132200;49,6726600;
8006316;HWLL;de:03459:42481;Wellendorf;nur DPN;8,14015700;52,1811730;
8006319;AWBS;de:02000:71952;Hamburg-Wellingsbüttel;RV;10,0828250;53,6413270;
8006320;EWSE;de:05966:10767;Welschen Ennest;nur DPN;8,00361000;51,0419700;
8006321;RWEL;de:08335:6564;Welschingen-Neuhausen;RV;8,76921600;47,8340300;
8006323;EWVE;de:05974:12909;Welver;nur DPN;7,95665300;51,6162530;
8006330;AWE;de:03355:8006330;Wendisch Evern;nur DPN;10,4627810;53,2176410;
8006331;TWD;de:08116:4257;Wendlingen(Neckar);RV;9,37301100;48,6729610;
8006336;HWSN;de:03241:5782;Wennigsen(Deister);RV;9,57216700;52,2796280;
8006339;EWHL;de:05962:3200;Werdohl;nur DPN;7,75754400;51,2594850;
8006340;FWDF;de:06532:11012;Werdorf;RV;8,41719100;50,5928900;
8006342;EWER;de:05974:11303;Werl;nur DPN;7,91413600;51,5580730;
8006346;TWER;de:08116:4241;Wernau(Neckar);RV;9,41389800;48,6942470;
8006347;NWRB;de:09376:7385;Wernberg;RV;12,1462260;49,5389310;
8006348;EWRN;de:05978:60001;Werne a d Lippe;nur DPN;7,62293400;51,6692500;
8006349;NWFH;de:09677:75205;Wernfeld;RV;9,72552900;50,0260650;
8006353;MWHA;de:09780:896;Wertach-Haslach;RV;10,4603690;47,6289720;
8006354;TWTB;de:08128:13591;Wertheim-Bestenheid;RV;9,49993200;49,7861820;
8006356;EWFK;de:05170:36206;Wesel Feldmark;nur DPN;6,61630800;51,6766580;
8006357;AWBU;de:01051:98211;Wesselburen;nur DPN;8,93271800;54,2071790;
8006358;HWES;de:03254:21827;Wesseln;nur DPN;10,0342060;52,0815430;
8006359;MWS;de:09188:5380;Weßling(Oberbay);RV;11,2517680;48,0773740;
8006360;EWBH;de:05754:6281;Westbarthausen;nur DPN;8,23264200;52,0969750;
8006361;EWBV;de:05570:31378;Westbevern;nur DPN;7,74370200;52,0309840;
8006363;MWDF;de:09772:4450;Westendorf;RV;10,8433700;48,5718450;
8006366;MWM;de:09187:90020;Westerham;nur DPN;11,8284820;47,9038920;
8006367;HWTH;de:03459:98401;Westerhausen;nur DPN;8,27862500;52,2363240;
8006369;AWLA;de:01054:98523;Westerland(Sylt);FV;8,31092500;54,9068390;
8006373;TWSH;de:08425:2470;Westerstetten;RV;9,94928100;48,5201950;
8006376;TWX;de:08136:5817;Westhausen;RV;10,1836530;48,8814090;
8006378;MWHS;de:09772:5050;Westheim(Schwab);RV;10,8182330;48,3859910;
8006379;EWSM;de:05958:35292;Westheim(Westf);RV;8,91025500;51,4945890;
8006380;NWL;de:09672:75195;Westheim-Langendorf;nur DPN;9,93274800;50,1257750;
8006383;EWN;de:05974:6058;Westönnen;nur DPN;7,96095200;51,5575290;
8006385;FWT;de:06534:11087;Wetter(Hessen);RV;8,72914700;50,9037150;
8006386;EWET;de:05954:8080;Wetter(Ruhr);RV;7,38591500;51,3864130;
8006389;EWIC;de:05974:11078;Wickede(Ruhr);RV;7,86971300;51,4932010;
8006390;NWK;de:09571:13270;Wicklesgreuth;RV;10,7114500;49,3106890;
8006391;KWIC;de:05116:23860;Wickrath;RV;6,41150500;51,1327700;
8006392;SWK;de:10043:8006392;Wiebelskirchen;RV;7,17566500;49,3711350;
8006401;FWRA;de:06634:219697;Schwalmstadt-Wiera;RV;9,13642100;50,8819370;
8006402;HWRN;de:03360:99266;Wieren;RV;10,6558470;52,8925880;
8006403;NWU;de:09377:7102;Wiesau(Oberpf);RV;12,1912880;49,9110130;
8006404;FWO;de:06414:6906;Wiesbaden Ost;RV;8,25629300;50,0414120;
8006407;FWE;de:06414:11325;Wiesbaden-Erbenheim;nur DPN;8,29504400;50,0544110;
8006408;FWIG;de:06414:11324;Wiesbaden-Igstadt;nur DPN;8,32563500;50,0825800;
8006409;FWS;de:06414:11154;Wiesbaden-Schierstein;nur DPN;8,19460300;50,0475900;
8006413;FWIF;de:06635:219683;Wiesenfeld;RV;8,74937600;51,0075190;
8006414;NWDC;de:09473:75252;Wiesenfeld(b Coburg);nur DPN;10,9117540;50,3015550;
8006416;TWID;de:08125:1565;Wieslensdorf;RV;9,42211800;49,1497850;
8006417;RWI;de:08215:32584;Wiesental;RV;8,50239000;49,2254580;
8006418;NWIE;de:09474:9880;Wiesenthau;nur DPN;11,1265210;49,7132030;
8006421;RWS;de:08226:4252;Wiesloch-Walldorf;FV;8,66414600;49,2913530;
8006422;MWSL;de:09189:41119;Tittmoning-Wiesmühl;RV;12,7448980;48,0239090;
8006423;MWSM;de:09189:41089;Wiesmühl(Alz);RV;12,5643120;48,1059990;
8006426;NWI;de:09677:28530;Wiesthal;RV;9,44105100;50,0168330;
8006430;RWIN;ch:23017:53215;Wilchingen-Hallau;RV;8,46386000;47,6794480;
8006431;TWB;de:08235:8960;Bad Wildbad Bf;RV;8,55108900;48,7557180;
8006432;TWIB;de:08235:9050;Wildberg(Württ);RV;8,74294700;48,6252800;
8006436;HWIH;de:03458:99578;Wildeshausen;nur DPN;8,43142200;52,8978200;
8006440;TWL;de:08236:1794;Wilferdingen-Singen;RV;8,57241500;48,9538620;
8006441;RWSW;de:07340:8056;Wilgartswiesen;RV;7,88382300;49,2094340;
8006445;HW;de:03405:99737;Wilhelmshaven Hbf;nur DPN;8,11490100;53,5187950;
8006446;FWUE;de:06534:11089;Wilhelmshütte(Lahn);RV;8,55088200;50,8681430;
8006448;NWHD;de:09573:5400;Wilhermsdorf;RV;10,7235950;49,4824840;
8006449;HWBD;de:05762:9892;Willebadessen;RV;9,01165200;51,6217570;
8006453;FWLN;de:06635:205718;Willingen;RV;8,60363500;51,2933420;
8006454;FWLM;;Willmenrod;nur DPN;7,98575800;50,5393290;
8006455;NWIG;de:09372:3211;Willmering;nur DPN;12,6700730;49,2465730;
8006456;TWLB;de:08125:2017;Willsbach;RV;9,35886800;49,1424220;
8006459;FWTH;de:06533:11017;Wilsenroth;nur DPN;8,03279100;50,5311120;
8006460;AWIR;de:01061:100055;Wilster;RV;9,38345600;53,9262280;
8006461;SWIG;de:07235:10989;Wiltingen(Saar);RV;6,59046200;49,6626410;
8006463;SWIN;de:07235:7526;Wincheringen;RV;6,40657800;49,6084670;
8006465;FWIN;de:06435:4545;Nidderau-Windecken;RV;8,87606900;50,2250560;
8006466;EWIL;de:05711:9042;Windelsbleiche;nur DPN;8,53137800;51,9570070;
8006468;RWND;de:07334:35000;Winden(Pfalz);RV;8,12247900;49,0954520;
8006472;NWB;de:09374:10556;Windischeschenbach;RV;12,1651700;49,7947470;
8006473;NWIN;de:09571:13800;Windsbach;RV;10,8257160;49,2496940;
8006475;AWG;de:03352:100197;Wingst;nur DPN;9,09815800;53,7450470;
8006476;NWKH;de:09574:7970;Winkelhaid;RV;11,3010350;49,3929460;
8006479;TWI;de:08119:7605;Winnenden;RV;9,39229000;48,8795830;
8006481;SWI;;Winningen(Mosel);RV;7,52320800;50,3154240;
8006482;HWIN;de:03241:7336;Winninghausen;RV;9,43630500;52,3233250;
8006483;SWNW;de:07333:9075;Winnweiler;RV;7,85595500;49,5705480;
8006484;AWI;de:03353:8006484;Winsen(Luhe);nur DPN;10,2076910;53,3538390;
8006485;TWIN;de:08119:1705;Winterbach(b Schorndorf);RV;9,48099400;48,7984320;
8006486;EWTB;de:05958:12104;Winterberg(Westf);RV;8,53240800;51,1985850;
8006488;NWN;de:09679:5050;Winterhausen;RV;10,0120720;49,7084420;
8006489;AWIM;de:03358:100494;Wintermoor;nur DPN;9,82853600;53,1861380;
8006493;MWIT;de:09775:4167;Witzighausen;RV;10,0978040;48,3174430;
8006498;KWIR;;Wirges;nur DPN;7,78521000;50,4683960;
8006499;FWIR;de:06435:11056;Wirtheim;RV;9,25892900;50,2257840;
8006501;EWIN;de:07132:16513;Wissen(Sieg);RV;7,73981400;50,7828710;
8006503;HWIS;de:03459:100649;Wissingen;nur DPN;8,20504700;52,2582110;
8006505;EWIK;de:05954:2436;Wittbräucke;RV;7,44591000;51,4201730;
8006508;RMHH;de:08222:2416;Mannheim Handelshafen;RV;8,45391700;49,4926230;
8006509;RMLB;de:08222:2386;Mannheim-Luzenberg;RV;8,47777500;49,5172010;
8006510;EWIA;de:05954:5372;Witten-Annen Nord;RV;7,37533700;51,4478400;
8006511;RMNS;de:08222:2446;Mannheim-Neckarstadt;RV;8,45956600;49,5036330;
8006513;TSUN;de:08111:6008;Stuttgart Universität;RV;9,10539800;48,7458370;
8006514;EEHH;de:05113:9686;Essen-Holthausen;RV;7,07264900;51,4177110;
8006516;KWIS;de:05382:53901;Alfter-Witterschlick;RV;7,02608300;50,6896980;
8006517;TWIT;de:08128:13702;Wittighausen;RV;9,84624300;49,6184060;
8006520;HWTM;de:03462:100862;Wittmund;nur DPN;7,78882600;53,5798680;
8006524;FWZN;de:06636:206454;Witzenhausen Nord;RV;9,86307900;51,3515560;
8006527;AWRT;de:01054:100922;Witzwort;RV;8,99855800;54,3860970;
8006528;FWX;de:06411:4732;Darmstadt-Wixhausen;RV;8,64775100;49,9302480;
8006529;FWOE;de:06440:11446;Wölfersheim-Södel;nur DPN;8,81622000;50,3973350;
8006531;RWRZ;de:07334:1741;Wörth(Rhein) Zügelstraße;RV;8,26236300;49,0529920;
8006533;MWNS;de:09779:4500;Wörnitzstein;RV;10,7144780;48,7319770;
8006534;FWRR;de:07331:8006;Wörrstadt;nur DPN;8,11471200;49,8462510;
8006535;FWOD;de:06439:11201;Wörsdorf;RV;8,24932300;50,2447520;
8006536;RWRD;de:07334:1740;Wörth(Rhein) Mozartstraße;RV;8,25194400;49,0551090;
8006537;MWTI;de:09274:10543;Wörth(Isar);RV;12,3329250;48,6241820;
8006538;NWOE;de:09676:1005;Wörth(Main);RV;9,15696000;49,7934650;
8006539;RWSN;de:08215:1541;Wössingen;RV;8,60512900;49,0155080;
8006541;AWLF;de:01053:25952;Wohltorf;RV;10,2781840;53,5205890;
8006544;RWO;de:08317:18010;Wolfach;nur DPN;8,22184900;48,2936650;
8006545;TWO;de:08436:32006;Wolfegg;RV;9,80866500;47,8242640;
8006546;FWON;de:06634:209651;Felsberg-Wolfershausen;RV;9,45006000;51,1865520;
8006548;FWFG;de:06435:11063;Wolfgang(Kr Hanau);RV;8,95746900;50,1231070;
8006549;FWFH;de:06633:203931;Wolfhagen;RV;9,17862000;51,3316950;
8006550;MWO;de:09173:4760;Wolfratshausen;RV;11,4272010;47,9144240;
8006552;HWOB;de:03103:2015;Wolfsburg Hbf;FV;10,7877840;52,4294980;
8006554;NWM;de:09677:75220;Wolfsmünster;nur DPN;9,73489300;50,0945080;
8006555;SWFS;de:07336:8030;Wolfstein;RV;7,61028700;49,5842800;
8006559;AWOL;de:03358:101450;Wolterdingen(Han);nur DPN;9,84580000;53,0261220;
8006561;HWWI;de:03157:8206;Woltwiesche;nur DPN;10,2789990;52,2007540;
8006570;AWRE;de:03352:101780;Wremen;nur DPN;8,52127500;53,6469870;
8006572;AWST;de:01061:101825;Wrist;RV;9,74812800;53,9323820;
8006575;EWAP;de:05158:11724;Wülfrath-Aprath;RV;7,07202300;51,2678860;
8006577;EWGD;de:05970:10798;Würgendorf;nur DPN;8,14176600;50,7600130;
8006578;EWGT;de:05970:10799;Würgendorf (Ort);nur DPN;8,12687500;50,7569160;
8006581;SWB;de:10045:8006581;Würzbach(Saar);RV;7,19344100;49,2441820;
8006582;NWS;de:09663:54;Würzburg Süd;RV;9,94350300;49,7881930;
8006586;NWZ;de:09663:2157;Würzburg-Zell;RV;9,88459300;49,8049380;
8006588;NWBZ;de:09475:9055;Wüstenselbitz;nur DPN;11,7095520;50,2184240;
8006590;EWUF;de:05562:3999;Wulfen(Westf);nur DPN;7,01157800;51,7191890;
8006592;HWUL;de:03156:10012;Wulften;RV;10,1760260;51,6594030;
8006595;MWUH;de:09775:4156;Wullenstetten;RV;10,0713310;48,3139800;
8006596;KWBA;de:05124:11130;Wuppertal-Barmen;RV;7,19515900;51,2669720;
8006607;KWLP;de:05124:11594;Wuppertal-Langerfeld;RV;7,24229800;51,2778660;
8006616;KWRO;de:05124:11531;Wuppertal-Ronsdorf;nur DPN;7,21560000;51,2264760;
8006618;KWSO;de:05124:11313;Wuppertal-Sonnborn;RV;7,09657500;51,2405840;
8006619;KWS;de:05124:11396;Wuppertal-Steinbeck;RV;7,14063000;51,2506790;
8006620;KWU;de:05124:11524;Wuppertal-Unterbarmen;RV;7,17121200;51,2589290;
8006623;KWZ;de:05124:11151;Wuppertal-Zoologischer Garten;RV;7,10702000;51,2434690;
8006624;NWLZ;de:09475:9307;Wurlitz;nur DPN;11,9900100;50,2531940;
8006625;TWUM;de:08327:1896;Wurmlingen Mitte;nur DPN;8,77784200;48,0017550;
8006626;TWUN;de:08327:2017;Wurmlingen Nord;nur DPN;8,77538700;48,0085280;
8006627;SWU;de:10043:8006627;Wustweiler;RV;7,03482400;49,3988970;
8006628;RWUT;de:08337:6762;Wutöschingen;RV;8,36365400;47,6620880;
8006629;RWY;de:08336:6605;Wyhlen;RV;7,69091800;47,5463280;
8006630;KX;de:05170:37032;Xanten;nur DPN;6,44528700;51,6596700;
8006633;RZA;de:08215:32618;Zaisenhausen;RV;8,81666400;49,1047570;
8006634;NZA;de:09471:21900;Zapfendorf;RV;10,9298940;50,0182910;
8006635;NZ;de:09674:75254;Zeil;RV;10,5985190;50,0051420;
8006641;RZ;de:08336:6599;Zell(Wiesental);RV;7,84914900;47,7056260;
8006642;TEZL;de:08116:1803;Esslingen-Zell;RV;9,35938900;48,7243280;
8006643;FZK;de:06437:11233;Bad König Zell;nur DPN;8,99411600;49,7203260;
8006644;FZR;de:06535:11189;Zell-Romrod;nur DPN;9,19979700;50,7271640;
8006646;FZH;de:06438:8562;Mainhausen Zellhausen;nur DPN;8,96994600;50,0161570;
8006647;FZE;de:06634:204736;Zennern;RV;9,31772900;51,1119830;
8006648;FZEP;de:06438:2801;Zeppelinheim;RV;8,60515300;50,0365160;
8006654;FZBR;de:06633:209695;Zierenberg-Rosental;RV;9,29148300;51,3676680;
8006658;FZB;de:06633:203971;Zierenberg;RV;9,30481300;51,3651170;
8006659;KZI;de:05362:88102;Zieverich;RV;6,62574000;50,9492760;
8006660;NZF;de:09372:3019;Zillendorf;nur DPN;12,6732400;49,3454770;
8006661;RZIM;de:08225:8202;Zimmern(b Seckach);RV;9,37197500;49,4304110;
